game_id|crash_point
c00577f57d6f4cf099be069c873b58e7|3.230000
2eb704bec28040baa84e410db177601c|3.110000
b4f3bf41522c4ec9a4a4615f368ed8ca|1.390000
2e092dff59354b5bb61bb7fcafff0b0f|17.670000
6dfd76d1c52e495f91469bc00f775393|1.000000
9728dedda3b64ccca64334570643577b|1.150000
cd0114ca0bbc4d40b973d2c825f6e828|1.000000
25130c844e94484e88a38b9e28cec48f|1.000000
84e404aa0d38421cbd1ecbbc949276b6|1.000000
f036d051e7874352b28726d32ee6f01a|1.190000
d96e7d6ee1504598b88f6b310ee14ab9|19.240000
90842b46d9de452598efb1f598450a9a|1.000000
1de8c24d272b4014a0c072bc77e60505|1.320000
ea688b96ecbd47ac9e19784cb0f2b841|7.400000
312067e0beb349d598b8e106e7a3d6d0|3.120000
ccab11c05ef04336a35ddc0374b6fbfe|1.000000
126d2a2dde9a4aa2b66455ac210f71ef|2.430000
afea9292bff048b691134b2631cc25d6|1.000000
0b66f267abef425099aedccbe8cfb38a|1.500000
36926645064b484ead16e924cb7dcbda|1.830000
ed31c3a15b6b4f2ba299a41fb0bf6365|1.370000
5da012721e4c453e881d79aa2b129d78|1.150000
0dcde5cc31704ce18e2fce60d1b73997|1.520000
5a3fde08faf5433b98d5fa58b8fdfd6b|3.810000
8a684b12f0fe4594a602ba6ff1251c7b|2.260000
e4d88d22f3f44fefa1c05aafde9efe68|3.570000
93f8fb2b9c394d60937660b9a0e8192a|2.640000
6c3460fbcde24d0e8b0fcd93771a8885|26.580000
72e62b29ceb24137bd93c3907c2abcce|1.110000
7e7d62dcd38142ac9f931291477d516b|3.310000
b824f4d438084cf79e2d6bf86d2de191|4.330000
976a353a1a2348f785a7528bb4bf5bfb|1.190000
74b5a36060484bdbb175935e23b853bd|1.000000
a1d54b3b248746438db587eb66482d69|3.650000
b175f420e010465198e82229f568a5f6|1.000000
c94ea2d434674dac8509d303e32edabe|1.310000
6e74182186564ded8f8660c2d715d391|1.810000
f234e1f10bf640cfa983283553c93b8a|3.680000
f1dd7b9f76c042a2bb856821d14c59e8|1.030000
bf6074d09ad247dca3fc3fb9359a86a4|3.290000
f6edfcc039d3490b89a3fb1b219e442f|1.350000
4e1e1fbabd17499ab81893a44996bc0a|1.590000
a9443feb13094357b13747cd4cf95917|1.590000
6f62dbe7ec2d475e8de1b7e14291002f|3.810000
28bf89fb1c874b2ea2f75bc273350f0a|3.050000
6c9ee789d50b4e7199b606172148f959|1.000000
a3cba478efca479cb643541171385579|2.280000
2f126a2f19db46869b7a945c70b7e7ca|14.070000
09b3507f142f4723831d475f5d59e9d9|2.030000
e25ff4456361475d91dfca6c7e567e13|1.000000
d8b9ae2159b5471d912965486fa35df5|1.250000
132796f256a2451db50aa23627243279|1.140000
2ad1e86f7a2b4de8aafd84fddb368abe|1.860000
1624d3a60a594ec98841c32c136e0bcd|2.250000
8eb18506be36467da8a478a7d2fe1adb|1.320000
dfa0e2e0447c406397c651c2a56eb6d0|3.230000
26bdc5a7c047404aa6f2e2414f4a11f2|1.000000
c3891983d79848298740cc79ea3dea45|1.870000
cf78e27a90374d669d91a64e90a4aa8a|8.310000
c64338fd866047249a49be3112c53e74|1.000000
65bc3fd69f8d4310884dc8017f2dd8f7|1.880000
d96ab9ea125e41e187c4907aa166c83b|1.480000
435e6550eb1d4933933d78acc2435a53|1.850000
f98ab472fa08489aad98a0016de82a22|2.300000
ae04be7246da440ba0cafd332c2e230f|1.960000
25b30e2934d64e5a83c06920bfa0ca67|1.060000
1058428510d54be795115b21e86ff9f3|3.130000
5b27bbf3ae444c07b9f94ea7b13ac4dc|5.180000
1965fcb3b0954ba38611772be4cc0326|1.400000
9d5d115960034caba49d9a226c3de123|1.930000
70997e52eccc4790b46a7d2e10522d19|1.410000
3143939f810245c8b9d95f875fcbcd8c|4.640000
d3f0c6068550432cb05523f87cedeabe|1.600000
0d139abf7ae94710b7863ad3925cffea|1.000000
0b5486c2a51a4e21875e2947520cda0c|1.410000
4b3c9ad9f1cd43a195de550148a46ad0|1.930000
a8df830613b24d7daafadabfbe5636d8|1.090000
07b0a5e3fb2e4b079dbac2ad7f8234d1|3.240000
b37cb7c510fb4bffbe633c7589d73dee|1.470000
c5358413c50a4ba18a27d9b6d5938465|12.270000
86cfde9e02ca45d6bb9f8c8a05ab4df9|2.390000
889af437f53348268077895ceee22f62|16.750000
798e83c3446f451dbd6cfeb08abcaded|1.000000
0c52c9d71e8546f79c876abbdcb89ace|1.150000
4aa862257cdc452d9df961005165757d|2.340000
dda029c599c84632a65c5417ece4f201|1.370000
438fb93be69f4ad6834fabf7a1962e13|1.000000
05757ad345b7423eb84669aba2bf5108|1.230000
cc5b74ab3ee342ea9f683eb66be8b0b9|5.400000
46eaa49c327e4865ae4326b5fdb06ffa|1.150000
0dc90f3d6b4b47eea1949a42eb742900|2.200000
a549af1361e34435b95e93d0f7c34c30|9.640000
90dc0b7c398a4cbe97c6a12ddbcd55d6|2.010000
ffe2caad271949c091939462575ab838|1.760000
b5fad5c75c9441d28e4949bd383ccd67|1.320000
b1d64edede2244e19e34b4d366339335|1.030000
72bf60812cf44e37a51f5fb61452208e|2.020000
3df6715b600d4ce1b6633c73ac63f2ab|1.090000
cfc9a3cd851d4c159c08349c0ca29748|1.260000
38d103d4873143da980f6ca165ec623d|1.000000
6e5fa22e1c72427e8313f7183efac4b7|1.690000
8c433070bd9d4defba63804aea09f672|4.480000
ba1b8e7786c74e2b859a3b5f8a11124d|8.110000
40a39c2efa244131bd12e77c7542d3d6|1.530000
c8fc043db54340b899f985188bfd58c9|2.000000
8baa36d6cc294a18a8bcf50d23789e25|1.620000
ef30237a751e4d2dbc5b3a4a86bc42a3|2.470000
6bd68017433849f48cc11f96e2e5f864|1.080000
c08aa613de7a4438aef78f3509288c5c|1.870000
792342f874b1489f80f2aa4414d96803|3.350000
016cfbb4606f4131a058a2cdd07b0354|3.440000
d0fc4cc593594825904004c0efd46fe1|1.370000
a53972881df24b5bb5225d774d59041e|1.550000
85051df196374340a8ffb1c56b6ae455|1.990000
1e6f121f6454473ca253314f3fae29c2|5.760000
840b4ace3bd3445cb1a57f60d336d1fb|22.250000
a53c74c54f41444bb861ede57ce58d56|1.600000
e3526df8322c47749c44c9fb7720198b|2.720000
103ad890bc4348b3b1ab77508bd7dea8|1.140000
e94060e6b28146668b2eada0ee9885dc|1.000000
b3c0596e7fa64a18acd4fddf611fece9|3.320000
d44a871200104e4ab385af15841aaea2|1.060000
2537b9d9f5224175849db4478c612b87|6.120000
03142ad15a674f998bc6c291cfaf1f47|4.280000
bd4a3f76b3f54a62a0c5b6be2947ef7f|1.550000
15c27a3c2f4147f4baeade868e96f13c|2.520000
cfdee4990bab478296aa8102117f0ce7|2.550000
5c616fcb4d9a4966b6dbca1f8f796851|1.680000
e05032705e73470884f3d33bde148ec8|1.300000
1860f683c5204e339b6e5612ede1767e|1.290000
c0172fdd6fd2405ba096429b8d407d2d|1.020000
ca4c26f19ae94690bea9623c9b52f432|2.370000
6ae3d5028f3e4a31b32659202cbc5a52|1.970000
2c7c4cce47cf4c66b194d19ca4bc6fd3|11.400000
1db54b6cf1d5470ea3f9c25370ea8d31|1.240000
e74e5aa5b93e41a6a75e5cece02d7050|16.280000
243b1241c191458891e60f793a93e478|6.610000
f133936641d0443096af4381248206ef|3.880000
8973a94ec95c4be487963cbf0ffc2eac|1.100000
67ae026d69a04342ade839c04e96d006|1.330000
6418f1e467be4f548a976e49f5e9afef|1.100000
a8c30dc0cd7949789c142a7b15d146fb|4.590000
5408baa18ada4610b5d54af93156d701|12.660000
a878099628d043a781bd703103bb3b74|2.470000
c027e44107714ea6b8784fd6c911c811|1.260000
faa283eb32e84bad919deb9cd1ee1a63|1.160000
9efa6cc0fbde45089c525747363cd903|7.920000
f2edd74873074048a68e04252f1b1b92|1.000000
bd2fae43357e4ed0b9273e22f7044a4c|1.000000
94a6b28a6d5e4269a8be78aa600b7226|2.790000
f8a94ef081f64bddb62701df4c8c5f8b|1.510000
d0c68a00ab094a23a82eb5e13100987d|2.960000
7a67811c007d41b982d7db09b169c4cb|1.700000
28e3d534e6054ab6b0164dd0ba8b5727|1.980000
bfb7971e34c74915bf2a211b440cb0e8|1.150000
05d70fd4992c42efa9c0e352aadd0144|1.470000
6519981abb204373921bc2360a4ddc81|8.040000
8da7beda6f7345959f21230369d7ca37|1.000000
e0bad253ce794c798bdde24eacfd5fff|2.390000
91aaa74e66c24c1b892235e8a870df9f|6.750000
7a053900cac54524806d64abf8dcf951|1.220000
1cdca50c472c47fa953e9ba3085fd9ec|8.370000
7df9c0c305d54e80b28dba2f09773f27|1.590000
939383e9e2714f92ab8e2729fc31c55d|1.320000
4801c38c59214ec982e927a076564ac7|10.850000
1649e3d0a32346829a82a83539e0e909|1.510000
c3b666cd643842b29db0be8aa38e7115|13.620000
c45ea9c01b564fe6a3356672367ab9c4|2.190000
974561322217429fbb64dd17079ac764|4.260000
a0bb2c2e868241b8906f54829380c7c3|1.330000
cca7710d387241329380e421221c09ce|1.760000
9a8d8dcd393e4d279e59dad0559398cd|2.000000
9da4a1ebba88442a8ad38123e270a057|2.500000
a538d23f34704790b8d69808b7e42c04|1.810000
c94e92ec41464d1ead4c49d4dbc7df13|4.160000
ac3b0e4e1ea94df8ba4b74b12e878ede|2.300000
1f30e4e987124761b111608b1e9be66d|2.320000
482a0420a4534772bd5b210d276db957|59.280000
fddad329fdb147fe88136fa793322d66|1.910000
488e091c9dd94e4c94f6bae58a11023e|5.030000
0afa3669213a4f359dacc7bc730edfa9|1.580000
8ff1becaaf8948dbb50c1bb9c2483589|1.000000
10f48008110744ffb12105cc05e8fd6e|1.310000
37d1543fa27d407fbe2ec6b675bb6293|2.080000
7ab5419504cd4bdeb98b6b1b9f67657d|1.400000
88dda08682924fc482b6bb69fc3d9fe6|1.500000
a892f11d34964e499d3bf9e8ef3bed5f|2.090000
d9d9e5b8fb7c42eaa83c7f40c5608e4d|4.490000
8c2bc9ce902b4b2182b59ffa8c72dfb9|2.660000
cf61d721c22740c8813ef695db9ef6f6|1.440000
9485b1a7dbe244b8bc77b16a40dc02ea|14.930000
4236eee97fdb4cc68e1ed18634a1ba50|3.950000
678327372e4744e597b62d9d1ee3c1c8|1.520000
bd57a5b161ef4bd98027652a52910891|3.340000
acf6d649ee7a45a59e476c694d36ee8c|10.690000
25b8106d3be646df96155b36a8eb562f|1.000000
41c4197c37ff49cf870821b15024c153|1.000000
7d30343f281e48c7bdac3e96ae680f2e|8.370000
db64cd55059b4b44a63824d8088b7cb8|1.020000
8d2210a087b54f589906e77c3c0f1121|1.810000
e0faabab22ad41f1a5a91b787520339d|1.590000
f7cf7480d04541f4a475e23ce0259697|1.780000
548d820d3f5144eab2cdfa5329e23e82|2.240000
4054737c2cf94190bb8fb430ba4a7b2d|1.050000
2beebe06505d42e2999e29635ad964b4|1.140000
1919b0474ae04fb2bde32644703d7c1e|1.310000
d060e2305b7f4e258ae4b54cf65ecefa|2.250000
1ab2bd2f26684e8a8f84d0999afd8328|1.420000
89fb653a43894dcfb0f2b3a920693f7f|3.940000
b567381befe54ca1be68105fe601fef6|6.260000
e4c92fa3c6074f2daff63d3c9ecc70d3|9.940000
78f144f387714328adea40186e9e3403|3.120000
6cac3bd8b3054c92a94bcf0e13515b8f|1.000000
a7d7524bc4ad48f6b6bc08542e2a4941|1.070000
6b11974dbec34684ae1babcfc47a9435|12.480000
5eb146ba9e12446ab3a9da8a8544bab4|20.300000
d04d090b33f047f38d4f0f02585e4337|1.190000
4c4bfb2fad284e20987fc6fcdf8ceba8|2.170000
3a2bbcee9a8a4cc98def398c4c8ff3fb|1.070000
13b20c6feff5485a9968495393958935|55.590000
3e7dad1c6fba4ce5b7a0853e8f8cabba|1.330000
65fccf6287d24b639f3fdb270b4563cb|2.570000
ee2e051aa9954b4aad965979786ffbcf|1.370000
8283c3ec29d34ae58d6c754934c2323d|4.890000
fa57c71e8ba84271b31e5113a69a9795|12.930000
c4e0c6098869492082e0b208c31935d4|1.130000
4755c59e3c4a443fb008219d87ee1f7e|4.520000
03a2ce95267848ae884f1c4aeaf02ed9|3.800000
1fc62dc145c64b54817c66b446bec4fc|4.860000
bebe943588634418aa991d6c41c252bf|2.030000
494bba904b3b4eb9ab17045ccb5e026c|1.910000
7aeb06ec5a8645a1a7cb825d373b4a19|8.010000
8d385812680f4a4ca65a64645dbf92a2|4.220000
458feb702bc24c19ba8fe0bb51610773|3.790000
00ca215178fe4935a77dec188e5f7bc9|1.960000
2eec9ea9b1144be787d636bbae62a0ec|2.020000
d9be6033a5004c74962ab50310d69725|1.650000
fca6b0f64dd44852bb7b3a3b3eee591e|3.430000
076989e5168b404699c6ef7bf6e1da1d|3.240000
38072da9ec414c9686675e90b031d2c5|9.920000
9528c4c20add4ba58b2bbdde4c727cb9|2.680000
5ba380f78d314e6da9dd7b135fe1cf69|1.430000
e4bc1509741942308a7b8b26e76d0be0|16.350000
5bdb812b125b4c79a063c4decdd6dcd0|1.710000
74f7b04f8dbc4db5abdc04de3a4ee8a1|8.430000
4481ae2b203e4fff98ea387695410e9b|3.120000
ed47dd0ccab840e996f9d9efe2d87d5e|1.030000
